,company_name,job_title,posted_time,level,type,salary_range,requirements
161,Purple Drive Technologies,Data Analyst-Qlik,,Entry level,Entry level,,"Job Title : Data Analyst    Location : MTV CA or remote  Job Description  Responsibilities  Analyze data on the experiences of customers, articulate and visualize their overall experience and gain actionable insights from them Drive, own, and execute data collection from customers, including surveys, CRM linkages, and report development Develop data visualizations to drive more informed business decisions Utilize business process modeling to create models that reflect an intuitive, non-technical model of how the business is conducted Identify key trends and outliers across customer verbatims, scores, and feedback Identify issues and recommend changes to drive data-based strategic decision making Produce insightful data analysis to educate the business on trends and areas of opportunity around customer experience Plan and lead cross-functional design sessions that leverage key findings Establish and maintain effective working relationships with internal stakeholders and external partners Education   Bachelor's degree in IT, business, computer science, statistics, or a related field Required Skills and Experience   7+ years of experience in a customer experience role Expertise in developing dashboards and visualizations using Qlik sense Expertise in database design and SQL Experience working with customers in a multi-channel setting, including chat, email, and phone support Experience with business process mapping, process analysis, and needs assessments Experience working with large, noisy, and complex real-world data in preparation for statistical analysis Experience performing data analysis and reporting in both detail and summary formats Experience working with market and customer research inputs Strong statistical and mathematical skills Must have Mapping customer journey  Qlik sense SQL"
162,Career Movement,Business Intelligence Analyst,1 day ago,Associate,Associate,,"We are looking for a dynamic Business Intelligence analyst with excellent communication skills and a background in technology, business intelligence, and strong logic and problem solving. This Analyst will utilize analytical and technical skills to innovate, build, and maintain well-managed data/BI solutions and capabilities to tackle business problems.Responsibilities:Responsible for the design, development, and support of business intelligence solutions to meet reporting and analytic needsRetrieve data from multiple sources to extract, cleanse, aggregate and summarize data using , SQL to create semantic layers, and to build BI analytical solutions.Develop and maintain self-service reporting solutions and/or automated solutions.Ensure the quality and accuracy of data by creating automated testing scripts.Address user questions concerning data integrity.Monitoring performance and communicating functional and technical issues proactivelyInteract with senior management, department leaders and other employees to develop and reach agreement on reporting requirements and priorities.Advanced working knowledge of Python, SQL, SAS, Snowflake, Power BI, and Database.Implement robust, reliable, and custom reporting and visualizations using BI tools (Power BI, ThoughtSpot, Excel etc.)RequirementsBachelor’s Degree in the field of Business, Finance, Computer Science, MIS, IT or Engineering preferred.2+ years of Reporting and visualization experience in Power BI2+ Years of Experience working with Relational databases, warehouses and cloud data warehouse experience is preferred.2+ Years of Experience writing complex /Advanced SQL and Curating data layers.2+ Years of experience in coding in big data environment, Cloud data platforms such as Cloudera Hadoop, AWS, or Microsoft Azurepipeline creation.Ability to understand, analyze and articulate complex requirements through visualization (Power BI preferred)"
163,Siepe,Data Analyst (Support Focused),3 weeks ago,Associate,Associate,,"Siepe is a rapidly growing, Dallas-based SaaS company, specializing in developing tech-enabled solutions for firms in the hedge fund and financial services industry. Our mission is to deliver a single source of truth from which investment managers can find strategic, actionable insights to drive competitive advantage and business growth.We are a profitable company and offer competitive compensation and benefits while also providing an opportunity for advancement in a growing business.Our clients depend on us to make sure their data is clean, actionable, and available to drive important business decisions every day. To meet their expectations while delivering exceptional customer service, our Data/Support Analysts face interesting challenges in a fast-paced environment and aren’t afraid to get their hands dirty working with large, disparate data sets, developing complex reporting solutions, and streamlining processes through automation. As a member of the Siepe Client Delivery team, you will work closely with other Business and Data Analysts to gain fluency in capital market concepts and become familiar with financial services operations. Our ideal candidates are intellectually curious, self-motivated, and ready to contribute wherever the need arises.ResponsibilitiesResearch data issues involving large volumes of data stored in various systems. Troubleshoot problems loading data from automated data feedsIdentify repetitive problems and develop permanent solutionsDevelop a working understanding of financial concepts related to client data and reportingCollaborate with business stakeholders and 3rd parties to develop technical solutions that support business processesDevelop client-facing reports based on client requests using Siepe’s proprietary reporting toolsUse SQL to make deeper dives into complex issues to trace problems back to root causeWork collaboratively in a rapidly growing teamActively participate in ongoing development and maintenance of Siepe’s Knowledge Base repositorySome travel to local client offices may be requiredQualificationsBachelor’s degree in Accounting, Finance, MIS, Computer Science, Engineering, or related analytical field with 0-2 years of relevant work experienceFluency with Microsoft Office software, especially ExcelWorking knowledge of basic programming concepts desiredPrior Experience with SQL query language in either SQL Server, Oracle, or MySQL preferred. Prior Experience with Capital Markets or Finance industry experience preferredUS Citizen or Permanent Resident eligible to work in the US without sponsorshipSkillsEnjoys working with numbers and data in various formatsPays attention to detail and takes ownership and pride in delivering quality work outputsAdapts quickly in fast-paced environments, possessing excellent analytical and problem-solving skillsComfortable communicating effectively (written and verbal) as well as working with a teamTakes initiative and ownership of job responsibilities and performs duties accurately and timelySelf-motivated, self-starter, and challenge-seekerWe are proud to offer a comprehensive benefits package that supports your well-being both inside and outside of work. Enjoy paid holidays and vacation, 401k matching, and bonus opportunities, as well as access to our learning & development program to help you grow your career. Additional perks include daily catered lunches, monthly celebrations, quarterly offsite events, and annual holiday parties. We also provide a generous employee referral program. Join us and be part of a company that invests in your success and values your contributions!"
164,Paritas Recruitment,Data Analyst (Systematic trading),4 days ago,Mid-Senior level,Mid-Senior level,"$125,000.00/yr - $175,000.00/yr","Partnering with a leading global systematic hedge fund that is seeking a talented Data Analyst to join their central data team which supports all of their systematic portfolio managers and traders with all of their data needs.Key responsibilities:About you:Experience within buy-side firm supporting Quantitative traders and Portfolio ManagersExperience handling Real-time / Tick-data across multiple asset classesStrong Python and SQL (This will be tested_If this sounds of interest and would like to discuss in more detail, lets schedule a confidential call to discuss, please reach out to Ewan at ewan@paritasrecruitment.com"
165,Domtar,Data Analyst - Entry,,Entry level,Entry level,,"DescriptionData Analyst - EntryLocation: Fort Mill, SCReports to: Business Analytics - RebatesOverview:This entry-level Data Analyst is responsible for providing accurate and useful information to assist and support decision making. The Data Analyst is responsible for the collection and reporting of various sales, financial, market data on a regular and ad hoc basis. This position will work with stakeholders to determine the best way to represent the data and analysis; and will also support data integration projects and rebate projects when needed.Job Responsibilities/Accountabilities:Provide regular reporting/data analysis to stakeholders.Collect data and create data reports/visualizations to provide value added information for decision making.Access multiple data sources to provide accurate and timely data.Work to optimize current resources and system for production of reports/analysis. Support for strategic projects and support of rebate team. Key Skill Sets:Strong interpersonal and communication skill with a team orientation. Ability to collaborate successfully across functional boundaries. Learns quickly when facing new challenges. Ability to prioritize and manage multiple tasks within deadlines. Ability to work independently and understand the business impact of their work and decisions on the broader organizational goals. Minimum Qualifications:Bachelor’s degree in business administration, Economics, Accounting, Data Analytics or related major (or equivalent business experience). Basic statistical and mathematical skills. Advanced Excel, Word, and PowerPoint knowledge. Understanding of analytical tools such as Power BI and Tableau. Excellent Analytical skillsGeneral knowledge of the paper industry; strong project management skills; and Finance or Accounting knowledge are all preferred.Domtar is an equal opportunity employer. Qualified applicants will be considered without regard to age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, sex, or veteran status.Domtar is an equal opportunity employer. Qualified applicants will be considered without regard to age, race, color, sex (including gender identity or expression, sexual orientation, and pregnancy), marital status, religion, national origin, genetic information, disability, or veteran status."
166,Cardinal Health,Data Analyst - Nationwide,1 week ago,Entry level,Entry level,"$79,700.00/yr - $113,800.00/yr","What Data Analytics brings to Cardinal Health:The Data & Analytics Function oversees the analytics life-cycle in order to identify, analyze and present relevant insights that drive business decisions and anticipate opportunities to achieve a competitive advantage. This function manages analytic data platforms, the access, design and implementation of reporting/business intelligence solutions, and the application of advanced quantitative modeling.Data Analytics applies business process knowledge and data analytics to develop, recommend and communicate timely, accurate, relevant and actionable insights to support business decisions and objectives.QualificationsBA, BS or equivalent experience in related field. Advance Degree preferred4-8 years experience preferredClient facing experience preferredAdvance Excel (including Macros)Intermediate to Advance SQLIntermediate to Advance TableauPatient/Hub ServiceRare Disease Patient AnalyticsProvider AnalyticsCall Center DataData feeds (Data Aggregators)ResponsibilitiesWorks with the business team to understand business rules, data flow and appropriately create reporting and analytics for the program.Works with complex datasets to perform exploratory data analysis to provide insights to make business decisions.This role combines consultative and technology focus to Data Analytics.The individual should be skilled in bridging gap between technology and operations.We require a motivated person who is interested in performing exploratory data analysis with complex datasets with minimal direction.Applies comprehensive knowledge and a thorough understanding of concepts, principles, and technical capabilities to perform varied tasks and projectsWhat is expected of you and others at this levelMay contribute to the development of policies and proceduresWorks on complex projects of large scopeDevelops technical solutions to a wide range of difficult problems. Solutions are innovative and consistent with organization objectivesCompletes work independently receives general guidance on new projectsWork reviewed for purpose of meeting objectivesMay act as a mentor to less experienced colleaguesAnticipated hourly range: $79,700 - $113,800Bonus eligible: NoBenefits: Cardinal Health offers a wide variety of benefits and programs to support health and well-being.Medical, dental and vision coveragePaid time off planHealth savings account (HSA)401k savings planAccess to wages before pay day with myFlexPayFlexible spending accounts (FSAs)Short- and long-term disability coverageWork-Life resourcesPaid parental leaveHealthy lifestyle programsApplication window anticipated to close: 12/28/2024 *if interested in opportunity, please submit application as soon as possible.  The hourly range listed is an estimate. Pay at Cardinal Health is determined by multiple factors including, but not limited to, a candidate’s geographical location, relevant education, experience and skills and an evaluation of internal pay equity.Candidates who are back-to-work, people with disabilities, without a college degree, and Veterans are encouraged to apply.Cardinal Health supports an inclusive workplace that values diversity of thought, experience and background. We celebrate the power of our differences to create better solutions for our customers by ensuring employees can be their authentic selves each day. Cardinal Health is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, ancestry, age, physical or mental disability, sex, sexual orientation, gender identity/expression, pregnancy, veteran status, marital status, creed, status with regard to public assistance, genetic status or any other status protected by federal, state or local law."
167,Remitly,"Product Data Analyst, Fraud",1 week ago,Entry level,Entry level,"$112,000.00/yr - $140,000.00/yr","Job DescriptionRemitly’s vision is to transform lives with trusted financial services that transcend borders. Since 2011, we have been tirelessly delivering on our promises to people who send money around the world. Today, we are reimagining global financial services and building products that extend beyond traditional barriers to give customers access to more of the services they need, no matter where they call home. Join over 2,700 employees worldwide who are growing their careers with purpose and connection with our customers while having a positive impact on millions of people around the globe.About The RoleThe Product Analyst, Fraud will report to the Fraud Program Manager on Remitly’s User Integrity product squad. In this role, you will apply data science and analytics techniques to drive rapid, rational decision-making within one of Remitly’s new products. You'll build our ability to remove fraud risk from our platform through product solutions while streamlining the experience for good customers by partnering with program and product managers, engineers, analysts, and designers.You WillBecome an expert on Remitly's fraud data, product experiences, policies, and systemsBuild a unified understanding of how fraud data, customer experiences, and goals alignDevelop data features and risk rulesBuild and manage metrics used to evaluate fraud system performance and customer friction, and create monitoring measures to track themCreate hypotheses & design product experimentsCreate agent-facing investigative tools to help improve performance and accuracy of our Fraud SpecialistsProduce insights and help define longer term product strategies and roadmapsImplement product strategyYou Have3+ years in a product analyst role or similar full-time, professional experience.Bachelor's degree in mathematics, engineering, economics, or another quantitative field (or equivalent additional experience).Intermediate SQL Proficiency (Python, R, and modeling a bonus).Working knowledge of foundational statistical concepts and how they can be applied in real world situations.Experience distilling business problems, developing hypotheses, building an analytical framework, carrying out an analysis, and writing a clear recommendation.Strong data communication skills, including data visualization, technical writing, and business writing.Compensation Details. The starting base salary range for this position is typically $112,000 -$140,000. In the U.S., Remitly employees are shareholders in our Company and equity is part of our total compensation plan. Your recruiter can share more information about medical benefits offered, as well as other financial benefits and total compensation components offered with this role.Our BenefitsFlexible paid time offHealth, dental, and vision + 401k plan with company matchingPaid parental, medical, military and family care leaveMental Health & Family Forming BenefitsEmployee Stock Purchase Plan (ESPP)Continuing education and travel benefitsWe are committed to nondiscrimination across our global organization and in all of our business operations. Employment is determined based upon personal capabilities and qualifications without discrimination on the basis of race, creed, color, religion, sex, gender identification and expression, marital status, military status or status as an honorably discharge/veteran, pregnancy (including a woman’s potential to get pregnant, pregnancy-related conditions, and childbearing), sexual orientation, age (40 and over), national origin, ancestry, citizenship or immigration status, physical, mental, or sensory disability (including the use of a trained dog guide or service animal), HIV/AIDS or hepatitis C status, genetic information, status as an actual or perceived victim of domestic violence, sexual assault, or stalking, or any other protected class as established by law.Remitly is an E-Verify EmployerRemitly is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees."
168,"Steampunk, Inc.",Junior Data Analyst,1 week ago,Entry level,Entry level,,"In today’s rapidly evolving technology landscape, an organization’s data has never been a more important aspect in achieving mission and business goals. Our AI and Data Exploitation experts work with our clients to support their mission and business goals by creating and executing a comprehensive data strategy using the best technology and techniques, given the challenge.At Steampunk, our goal is to build and execute a data strategy for our clients to coordinate data collection and generation, to align the organization and its data assets in support of the mission, and ultimately to realize mission goals with the strongest effectiveness possible.For our clients, data is a strategic asset. They are looking to become a facts-based, data-driven, customer-focused organization. To help realize this goal, they are leveraging visual analytics platforms to analyze, visualize, and share information. At Steampunk you will design and develop solutions to high-impact, complex data problems, working with the best and data practitioners around. Our ai and data exploitation approach is tightly integrated with Human-Centered Design and DevSecOps.We are looking for you to join our team as a Data Analyst. This position focuses on data analysis for law enforcement support, requiring a combination of investigative data expertise, analytical skills, and the ability to work under high-pressure, mission-critical environments. This role will involve working with diverse data sets, ensuring accuracy and integrity while supporting ongoing criminal and civil investigations.Our ideal candidate has a blend of technical acumen, attention to detail, and the ability to engage with law enforcement agencies. We are looking for more than just a ""Data Analyst""—this role requires a technologist with excellent communication skills, customer service, and a passion for data and problem-solving.Key ResponsibilitiesData Analysis and Trend Recognition Compile and analyze data from multiple sources, identifying trends across various data sets, locations, and targets.Data Accuracy and Assessment Monitor data for accuracy, integrity, authenticity, and relevancy. Identify intelligence gaps and assess data viability for investigative purposes.Investigative Support Collaborate with teams to examine data gathered from criminal and civil investigations, developing methodologies to exploit investigative information.Quality Control & Reporting Participate in the development of work products, conducting periodic progress reviews and ensuring quality control of findings. Regularly report findings to lead personnel.Data Entry Perform data entry from both hard and soft copies into large-scale data processing systems, utilizing tools like optical character readers, scanners, and digital cameras as appropriate.Law Enforcement Support Provide critical law enforcement support, interacting with various agencies through multiple channels of communication, while managing data under tight timelines in a high-pressure environment.Data Visualization and Tools Leverage MS Excel, Power BI, or similar tools to design and build formulas, charts, pivot tables, and manipulate unstructured data from different platforms.You will be part of our Data Exploitation Practice!RequiredAbility to hold a position of SECRET clearance level with the US government.Bachelor's Degree and 1 year of work experience OR 5 years of work experience and no degree.Experience using data analytic/visualization tools such as MS Excel, Power BI, or others to design charts, create formulas, and analyze unstructured data (can be job or education-based).Skilled at multi-tasking in a fast-paced environment while maintaining clear communications with stakeholders.Must be local to El, Paso TX or willing to drive on site 5 days a week.PreferredExperience providing support to a 24/7 law enforcement operations unit. Military or law enforcement background or exposure.Ability to manage multiple tasks in a high-paced environment, including collaboration with various teams.Strong analytical skills for identifying trends, gaps, and ensuring data accuracy and Experience with documenting processes and developing SOPs for data handling and Demonstrated experience in reverse engineering and validation of data processes.Ability to communicate findings and updates effectively during briefings and team Steampunk relies on several factors to determine salary, including but not limited to geographic location, contractual requirements, education, knowledge, skills, competencies, and experience. The projected compensation range for this position is $35,000 to $50,000. The estimate displayed represents a typical annual salary range for this position. Annual salary is just one aspect of Steampunk’s total compensation package for employees. Learn more about additional Steampunk benefits here.Steampunk is a Change Agent in the Federal contracting industry, bringing new thinking to clients in the Homeland, Federal Civilian, Health and DoD sectors. Through our Human-Centered delivery methodology, we are fundamentally changing the expectations our Federal clients have for true shared accountability in solving their toughest mission challenges. As an employee owned company, we focus on investing in our employees to enable them to do the greatest work of their careers – and rewarding them for outstanding contributions to our growth. If you want to learn more about our story, visit http//www.steampunk.com.We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law. Steampunk participates in the E-Verify program."
169,Visionaire Partners,Senior Data Analyst,,Mid-Senior level,Mid-Senior level,,"Sr. Analyst (100% Remote; EST hours)Great opportunity with an industry-leading Fortune 50 company! You will support teams focused on building models & algorithms for Digital Ad Pricing and/or Operations initiatives. You will be tasked with analyzing the output of data from forecasts, models, etc. & creating dashboards to aid in data-driven decisions.This is a 12-month contract (potential to extend or convert to perm).You can work 100% remotely within the U.S., but you must work EST hours.Visionaire Partners offers all full-time W2 contractors a comprehensive benefits package for the contractor, their spouses/domestic partners, & dependents. Options include 401k with up to 4% match, medical, dental, vision, life insurance, short/long-term disability, critical illness, hospital indemnity, accident coverage, & Medical/Dependent Care FSAs.RESPONSIBILITIES: Translate data & results into insights, actions, & recommendationsPerform data analytics for large volumes of data Script in Python to import, cleanse, & organize data Act as a liaison & partner with offshore team Collaborate with cross-functional teams (Engg., UX, & Product Mgmt.) to create solutionsAnalyze data output from forecasting models completed by technical resources Visualize & make sense of data for the business by creating dashboardsApply filters within dashboards in order to tell a story with data REQUIRED SKILLS:Bachelor's Degree4+ years of experience as a Data Analyst Experience with Retail, E-commerce, Pricing, Digital/Web Analytics, or Financial data2+ years writing complex SQL queries from scratch Experience writing and/or modifying stored procedures2+ years of Python scripting experience (for data cleansing, imports, etc.)Data visualization experience in Excel, Tableau, and/or Power BIExposure to Machine Learning (ML) conceptsExperience gleaning insights & telling a story with data to technical & non-technical usersProven examples of finding data correlations/trends to drive recommendationsExperience with JIRA (or similar) & GitW2 ONLY; NO 3rd Parties / C2C / Visa Sponsorship"
170,Oil and Gas Job Search Ltd,Data Analyst Intern (Summer 2025),3 days ago,Internship,Internship,,"Schneider Electric has a new opportunity for a Summer 2025 Data Analyst Intern on our Power Products Customer Satisfaction & Quality Team in Nashville,TN or Boston, MA. We are seeking a highly analytical and detail-oriented student who is looking to grow with Fortune 500 experience. This intern will be responsible for building and managing global dashboards that provide insights into product quality and customer satisfaction. This position will require data analysis skills, the ability to work with large data sets, and excellent communication and collaboration skills.What will you do?  Develop and maintain global quality & sustainability dashboards that provide insight into product quality and customer satisfaction  Analyze large data sets to identify trends, patterns, and anomalies that impact product quality  Develop and maintain automated data pipelines to ensure dashboards are up to date  Monitor data sources for completeness, accuracy, and timeliness  Communicate insights and recommendations to stakeholders across the organization What qualifications will make you successful?  Currently pursuing a degree in a quantitative field (e.g., Engineering, mathematics, statistics, computer science, data science)  Passionate about data analysis, data engineering and data visualization  Familiarity with statistical analysis and modeling techniques  Analytical skills and attention to detail  Excellent communication, and collaboration skills  Intermediate programming in python or R would be a plus  Local to Franklin, TN or Boston, MA  Let us learn about you! Apply today.  You must submit an online application to be considered for any position with us. This position will be posted until filled.  Looking to make an IMPACT with your career? When you are thinking about joining a new team, culture matters. At Schneider Electric, our values and behaviors are the foundation for creating a great culture to support business success. We believe that our IMPACT values - Inclusion, Mastery, Purpose, Action, Curiosity, Teamwork - starts with us.IMPACT is also your invitation to join Schneider Electric where you can contribute to turning sustainability ambition into actions, no matter what role you play. It is a call to connect your career with the ambition of achieving a more resilient, efficient, and sustainable world.We are looking for IMPACT Makers; exceptional people who turn sustainability ambitions into actions at the intersection of automation, electrification, and digitization. We celebrate IMPACT Makers and believe everyone has the potential to be one.Become an IMPACT Maker with Schneider Electric - apply today!₠36 billion global revenue+13% organic growth150 000+ employees in 100+ countries#1 on the Global 100 World's most sustainable corporationsYou must submit an online application to be considered for any position with us. This position will be posted until filled.Schneider Electric aspires to be the most inclusive and caring company in the world, by providing equitable opportunities to everyone, everywhere, and ensuring all employees feel uniquely valued and safe to contribute their best. We mirror the diversity of the communities in which we operate, and 'inclusion' is one of our core values. We believe our differences make us stronger as a company and as individuals and we are committed to championing inclusivity in everything we do. This extends to our Candidates and is embedded in our Hiring Practices.You can find out more about our commitment to Diversity, Equity and Inclusion here and our DEI Policy hereAt Schneider Electric, we uphold the highest standards of ethics and compliance, and we believe that trust is a foundational value. Our Trust Charter is our Code of Conduct and demonstrates our commitment to ethics, safety, sustainability, quality and cybersecurity, underpinning every aspect of our business and our willingness to behave and respond respectfully and in good faith to all our stakeholders. You can find out more about our Trust Charter hereSchneider Electric is an Equal Opportunity Employer. It is our policy to provide equal employment and advancement opportunities in the areas of recruiting, hiring, training, transferring, and promoting all qualified individuals regardless of race, religion, color, gender, disability, national origin, ancestry, age, military status, sexual orientation, marital status, or any other legally protected characteristic or conduct."
171,LM3 LASER,IT Data Analyst III,,Associate,Associate,,"We are a global leader in fiber manufacturing, seeking a detail-oriented IT Data Analyst to join our team. This role is essential in analyzing, designing, and maintaining reporting systems that support our global manufacturing operations. You’ll work closely with engineering, operations, and business leaders across all Fiber plants to deliver critical insights that optimize productivity and decision-making.Key ResponsibilitiesServe dual roles as both Manufacturing Data Analyst and Controls EngineerBecome the subject matter expert for our Manufacturing Intelligence (MI) reporting systemLead and manage data projects within budget and timeline constraintsCollaborate with business personnel to drive standard reporting practices and understand evolving requirementsGenerate reports, scorecards, dashboards, and data cubes to support manufacturing productivity and operational decisionsEducation And ExperienceBachelor’s degree in Computer Engineering, Computer Science, Electrical Engineering, Electronics, or a related fieldMinimum of 4 years of combined experience in ITTechnical SkillsProficiency with Microsoft SQL Server Business Intelligence Development Studio and Power BIExperience with control charts, dashboards, and report generationProgramming skills in Python, VB.NET, or CKnowledge of data extraction using SSIS and report development using SSRSFull lifecycle experience in Data Warehouse/ETL/BI solutionsStrong SQL skills for statistical analysis and back-end developmentExperience in project planning, requirements gathering, analysis, and test plan developmentSoft SkillsUnderstanding of manufacturing execution systems and processesSelf-motivated and process-oriented with a customer-focused mindsetAbility to collaborate effectively with teams across regionsExcellent communication skills to interact with engineers, production associates, managers, and business leadersTravel RequirementsUp to 10% domestic travelWhy Join Us?Be a part of a forward-thinking team that drives data-driven decision-making in a global manufacturing environmentCompetitive salary and benefits package, with opportunities for career growthIf you’re a data-driven professional with a passion for supporting manufacturing processes, apply today and help us optimize our reporting and data intelligence systems!Skills: decision-making,manufacturing,it,python,sql,data warehouse"
172,Proliance Consulting,Data Analyst Lead,1 day ago,Not Applicable,Not Applicable,,"Our client is seeking a full-time analyst for a senior position on our strong and dynamic team. They have value-based care contracts with multiple payers; this position performs analytics and data management functions supporting population health for providers in those contracts, as well as all populations in the network. Experience in analytics using payer claims and eligibility data combined with EMR clinical data is valuable in this role.Length:  6-month contract-to-hireAssociate Vendors: We are accepting applications from candidates who are currently authorized to work in the US for any employer without sponsorship.Role & ResponsibilitiesLead cross-functional teams of developers, analysts, scientists, clinicians, and business owners in a team-driven, agile environment to develop and scale analytic results and products. Work alongside clinicians to develop solutions to solve critical health care needs, and provide input into driving business and clinical operations and quality improvement with analytics. Dive deep into multiple data streams to find sources for analytic tools. Provide the primary conduit between analytics and the business for a given delivery area, and support the development of analysts on the team.Required Qualifications:7+ years of experience in data analysis and bachelor’s degree in an IT Field, or 11+ years of experience in data analysis with no bachelor’s degree.Expert knowledge of data analysis and display techniques.Experience with complete metrics solution development life-cycle, including requirements gathering, analysis and design, coding, testing and deployment.Advanced experience in data extraction using SQL, R or python with the ability to mentor others (FOCUS ON SQL).Advanced experience with data visualization tools (e.g. Tableau, Power BI).Experience working with source control tools and version management, such as GIT.Experience working within claims and insurance/payer data.Prior experience in Healthcare setting.Desired Qualifications:Prior experience working at an insurance/payer company.Experience with clinical, hospital and/or financial applications and/or systemsExperience in a lead position on a development team supporting integrated data solutions for a wide range of customer groups or three (3) years of experience in a senior data analyst role.Uses reasonable and basic statistical analyses to make comparisons and detect trends, communicate insights.Utilizes established data analysis models and tools for analyzing qualitative or quantitative data."
173,Compass Capital,Senior Data Analyst,,Mid-Senior level,Mid-Senior level,"$115,000.00/yr - $140,000.00/yr","Compass CapitalIs a start-up founded in 2021 that buys and manages 100+ unit apartment buildings in Nashville MSA. Currently, we have 1,060+ units valued at $160+ million. We are just getting started with lots of growth in the horizons. If you seek job growth opportunities and like to work hard, check us out. MissionThe Senior Data Analyst will integrate all relevant data into Domo, providing clear insights and analysis that help Compass Capital and Compass Communities to understand and optimize portfolio performance.OutcomesData Integration and AutomationSuccessfully integrate all operational, financial, and market data into Domo to ensure real-time visibility of portfolio performance.Automate data flows, ensuring accuracy and timeliness of updates.Performance DashboardsBuild and maintain intuitive dashboards and reports in Domo to track key performance indicators (KPIs) for properties, investments, and operational metrics.Regularly update and refine dashboards to reflect business needs and performance changes.Market and Rent AnalysisConduct regular rent comp analysis using data from platforms like Apartments.com to provide actionable insights.Track market trends in Tennessee and provide detailed analysis on opportunities, risks, and market positioning.Data Accuracy and ComplianceEnsure all data is accurate, up-to-date, and in compliance with company policies and regulatory standards.Implement data validation protocols to maintain the highest data quality.Investor and Stakeholder ReportingSupport the creation of investor reports by providing accurate and timely data analysis.Collaborate with other departments to ensure data-driven decision-making and communication with investors.CompetenciesAnalytical Skills – Ability to analyze complex data sets and distill actionable insights.Technical Proficiency – Advanced knowledge of Domo, data integration tools, and relevant data platforms.Attention to Detail – High accuracy in data management, ensuring all outputs are error-free.Communication Skills – Ability to translate data insights into clear, actionable recommendations for both technical and non-technical stakeholders.Problem-Solving – Capable of identifying data issues, troubleshooting, and optimizing data processes.Proactivity – Takes initiative to improve data workflows and identify new opportunities for analysis.Efficiency – Maximizes productivity through effective data organization and process automation.Collaboration – Works effectively with cross-functional teams to support business goals."
174,ATRO Parts,Data and Business Analyst,3 days ago,Associate,Associate,"$80,000.00/yr - $100,000.00/yr","Principal Duties and Responsibilities:Utilize software tools to synthesize information and assist senior executives in making decisions.Develop competitive intelligence and analysis to optimize the pricing process for profit maximization.Ensure updated pricing is communicated to all customers per contractual requirements.Develop analytical methods and tools to evaluate and integrate data from various sources to assess and recommend solutions to assigned problems.Assist Sales leadership by comparing sales territory performance to market potential, other regions, etc to discover opportunities.Be a resource for the sales team to understand their individual performance and trends.Analyze data to assess the effectiveness of strategic initiatives. Prepare and present reports on progress, performance, and outcomes to senior leadership and other stakeholders. Use performance data to inform strategic adjustments and continuous improvement efforts.Assist in calculating sales team commission.Provide consistent and relevant reports to internal partners to drive profitable business decisions.Assist and develop reporting and performance on a cadenced and as-needed basis.Basic Qualifications:2+ years of experience in Data Analytics, Pricing Analytics or Business DevelopmentAdvanced knowledge in Microsoft Office Products such as Excel, Word, and PowerPointAbility to collaborate cross-functionallyAdvanced presentation & communication skillsBachelor’s Degree requiredDesired Qualifications: Experience in Power BI, SQL, Sales-I, and NetSuite preferred"
